제목,연수 분야,시간,후기,별점,날짜,가격
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,"6학년 담임을 하다 보면 나보다 훨씬 더 IT에 강한 아이들을 보며 위축되는 순간들이 있다. 잘 하지는 못해도 알고는 있어야겠다는 생각에 신청해서 듣게 된 연수! 머리가 굳어가는 나에게 좀 어렵긴 했는데, 그래도 도움이 많이 되었으며 복습을 꼭 다시 해야겠다는 생각이 들었다.",5,2024-01-26,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,다양한 AI도구들 많이 배우고 갑니다. 감사합니다.,5,2024-01-22,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,"교과서의 지식과 사회는 등속으로 움직이지 않는다. 항상 사회가 빠르고 교과서는 후보정에 들어간다. 그래도 그것은 그것대로 괜찮았다. 원래 그랬으니까. 나도 그렇게 배웠으니까. 그런데 인공지능이 발달하면서부터는 조금씩 겁이 났다. 챗GPT가 나오고부터는 두려워졌다. 내가 세상의 변화에서 괴리된 교육을 하는 것은 아닌가. 이대로 괜찮을까. 이러한 생각을 가지신 분이라면 가볍게 들으실만합니다. 실제로 교육에 적용하기 어렵지 않게 인공지능과 관련된 교육적 활용법이나 특징, 유의점 등을 알려줍니다. 자신이 중급이상의 지식을 가지셨다면 다른 연수를 추천드립니다. 아예 이해가 부족하거나 초급이라고 판단되신다면 적절한 소양과 나름의 수업아이디어를 세우실 수 있을 것입니다.",5,2024-01-20,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,교육활동에 적용할 수 있는 부분이 잘 나와있고 간단하게 학습하기 좋습니다.,5,2024-01-17,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,초등학교 저학년에서부터 고학년까지 다양하게 적용할 수 있는 ai 프로그램들을 많이 배웠습니다. 추천합니다.,5,2024-01-09,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,챗GPT를 활용한 다양한 수업에 대해 고민해보고 수업에 활용할 수 있는 방법을 생각할 수 있게 한 연수였습니다.~,5,2023-12-29,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,유익한 연수였습니다. 많은 도움 받았네요^^,5,2023-12-20,50000
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",학습지도,15,쳇GPT 강의 중 가장 간편한 메뉴와 알기 쉬운 연수였습니다. 다른 분들께도 추천드립니다.,5,2023-12-18,50000
아이스크림으로 완성하는 에듀테크,ICT,15,코로나 상황에서 순회수업을 2개 학교에 가서 원격수업의 어려움을 알게되었습니다... 미래 교육을 대비하는 좋은 기회였으며 팅커밸이 다양하고 재미있는 기능을 알게되고 활용함으로써 디지털 활용 수업의 중요성을 알게 된 좋은 기회였습니다. 요즘 학생들은 배움의 과정에서 게임형식을 매우 좋아하는것 같습니다. 팅커벨이 제공하는 게임형 학습 툴들은 이에 좋은 학습기능을 갖고있습니다. 나의 수업에도 잘 적용하여 보겠습니다. 유용한 연수프로그램 감사합니다.,5,2024-06-12,50000
아이스크림으로 완성하는 에듀테크,ICT,15,요즘 에듀테크로 머리가 아프고 막막했는데 아이스크림 에듀테크 연수를 받고 나니 한 줄 기 빛이 보이는 듯 합니다. 정말 감사합니다. 아이스크림에 이렇게 다양한 자료가 있었는데 몇 년 동안 아이스크림 유료 회원이었으면서도 잘 활용하지 못했었네요. 앞으로 본 연수를 통해 배운 다양한 콘텐츠들 많이 많이 활용해보도록 하겠습니다. 감사합니다.,5,2024-06-12,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"2022 교육과정에서는 디지털 역량이 매우 강조되는데, 이를 쉽게 활용할 수 있도록 수업 공유가 잘 되어 있어 누구나 쉽게 도전할 수 있는 연수입니다.",5,2024-06-08,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"아이스크림으로 완성하는 에듀테크 수업 뿐아니라 아이스크림이 제공하는 모든 기능을 완벽히 알 수 있는 매우 훌륭한 연수였습니다. 특히 아이스크림에서 제공하는 여러 평가와 띵커벨, 클래스툴의 연동 방법을 알게 되어 매우 유용하게 사용할 것 같습니다.~~ 아이스크림을 사용하는 모든 샘들께 추천합니다!!!",5,2024-05-24,50000
아이스크림으로 완성하는 에듀테크,ICT,15,현재의 자신의 위치를 시대 변화와 함께 한 번에 느낄 수 있었으며 내가 변하지 않으면 안된다는 사실을 또 한번 느겼습니다.,5,2024-05-19,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"툴킷, 클래스툴, 띵커벨, 윗지게임까지... 다른 곳에서 사용하던 에듀테크 기능들이 아이스크림에 다 들어와 있네요. 평소 메뉴 이름만 보고 사용하지는 않았는데 수업에 쉽게 이용할 수 있을 것 같아요.",5,2024-05-18,50000
아이스크림으로 완성하는 에듀테크,ICT,15,앞으로 살아가야할 새로운 시대를 바라보며 미리 대비하여 준비시켜주는 교사의 역할이 아주 중요함을 다시한 번 느끼고 제자들에게 최고 최선의 전문성을 가진 교사로서 끝까지 교단에 서기를 원합니다.,5,2024-05-13,50000
아이스크림으로 완성하는 에듀테크,ICT,15,아이스크림으로 완성하는 에듀테크! AI시대를 살아가는 우리 학생들에게 필요한 자료들을 공유하고 익숙하게 익힐 수 있도록 하는데 도움이 되었다. 무엇보다도 교사의 에듀테크 역량을 통해 자료들을 활용하여 학생들이 미래를 살아갈 역량을 가지게 할 수 있는 연수라 좋았다.,5,2024-05-13,50000
아이스크림으로 완성하는 에듀테크,ICT,15,꼭 현장에서 활용할게요. ^^,5,2024-05-07,50000
아이스크림으로 완성하는 에듀테크,ICT,15,노트북을 처음 받고 어떻게 활용할지 막막했습니다. 하지만 이 연수를 통해 방향을 잡고 조금씩 수업에 활용하기 시작하면서 저랑 학생들의 수업 만족도가 높아졌습니다. 아이스크림으로 에듀테크를 완성하시기 바랍니다. Good luck~,4,2024-05-03,50000
아이스크림으로 완성하는 에듀테크,ICT,15,에듀테크 더이상 선택이 아닌 필수가 된 시대입니다. 한편으로는 많은 에듀테크 사이트와 프로그램이 넘쳐나는 때이기도 합니다. 이런 때에 이미 저희와 가까운 아이스크림 사이트에서 활용할 수 있는 에듀테크 프로그램과 꿀팁들을 알차게 알려주는 유익한 연수라고 자부할 수 있습니다. 강력하게 추천합니다!,5,2024-05-01,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"그동안 띵커벨, 패들렛만 끄적였습니다. 이번 연수를 통해 툴킷, 윗지, 매일수학, 쌤튜브, 하이클래스까지 다양한 에듀테크 프로그램들을 알게 되었고, 실제 수업 상황에서 적용하는 예시가 아주 적절했습니다. 수업 방법의 혁명이네요. 적극 추천합니다!",5,2024-05-01,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"정말 완성입니다 완성, 이것만으로 아이스크림으로 활용할 수 있는 에듀테크를 활용할 수 있는 연수였습니다. 상권쌤, 익히 대단함은 알고 있었지만, 새삼 더 놀라서 들은 연수였습니다. 강추입니다!",5,2024-04-30,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"아이스크림을 정말 여러모로 도움받으며 쓰고 있습니다. 그런데, 최근에 다른 연수를 듣다가 띵커벨이 많이 개선되었다는 소식을 듣고 연수플러스 멤버십에 가입하였습니다. 겸사겸사 잘 이용해보고 싶어서 이 연수를 신청했습니다. 사실상 저는 수업 중 기본적으로 선생님들이 많이 사용하시는 패들렛 이나 구글도구를 수업에 많이 사용하고 있습니다. 그런데 평소에 사용하던 것 이외에는 잘 활용하지 않게 되더라구요. 그래서 들어는 봤지만 연수를 통해 구석구석 살펴보자는 마음으로 연수를 듣게 되었습니다. 1. 이런분께 추천합니다. 평소 에듀테크에 관심은 있지만 막상 어떻게 사용하는지 접근하기 어려웠던 ""나는 기계치""라고 생각하시는 분들께 추천합니다. 하나하나 차근차근 쉽게 사용법을 설명해주시니 전혀 어렵지 않고 접근하기 편합니다. 2. 이런분께는 추천하지 않습니다. 에듀테크를 잘 사용하고 있고, 한번만 보면 싹 알수 있는 활용에 능숙하신분들은 강의를 들으시기에 좀 지루하실 수 있습니다. 이런것까지 설명을 해주다니 무척 친절하구나...하지만 난 이정도로 자세한 설명은 필요없다 하시는 분은 연수를 추천하지 않습니다. 3. 이 연수를 듣고 난 후 다음 연수를 추천합니다. 패들렛과 띵커벨 연수를 추천합니다. 이 연수는 아이스크림에서 제공하는 여러가지 툴을 아주 구석구석 하나하나 다 설명해주시므로 빠짐없이 꼼꼼히 들을 수 있습니다. 그런데, 실제적으로 교실수업에서 활용하는 방법을 더 보고싶다 하시는 분들은 아이스크림 연수원에서 진행하는 ""패들렛과 띵커벨"" 연수를 추천합니다. 이 두가지 연수를 모두 들으시면 수업에 유용하게 활용할 수 있는 많은 팁을 얻으실 수 있으리라 생각합니다. 즐겁고 유익한 수업을 위해 애쓰시는 선생님들 응원합니다!!!",5,2024-04-26,50000
아이스크림으로 완성하는 에듀테크,ICT,15,덕분에 에듀테크에 대해 조금 더 알게되었습니다. 좋은 연수 감사합니다.,5,2024-04-26,50000
아이스크림으로 완성하는 에듀테크,ICT,15,에듀테크 연수 잘 봤습니다.,5,2024-04-24,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"알파세대를 교육하는데 필요한 수업이다. 아이들이 재미없어하는 모습을 보면서 띵커벨 활요이나 클래스툴등 이용방법을 연수로 배워서 사용하니 뿌듯하다. 에듀테크 연수가 있어서 정말 좋았다,",5,2024-04-19,50000
아이스크림으로 완성하는 에듀테크,ICT,15,좋은 콘텐츠가 이렇게 가까이 있었는데 다른데서 찾고 있었다는 사실을 연수받으며 알게 되었네요. 연수 받고 아이스크림이 점점 진화하고 있다는 생각 다시 했습니다. 좋은 연수 감사합니다.,5,2024-04-18,50000
아이스크림으로 완성하는 에듀테크,ICT,15,아이스크림에서 활용할 수 있는 에듀테크의 종류와 실질적인 수업 사용 사례를 알 수 있어서 좋았습니다. 유익한 연수입니다~!,5,2024-04-15,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"띵커벨, 클래스툴 등 아이스크림을 활용한 에듀테크 활용 방법을 잘 알게 되었습니다.",5,2024-04-14,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"아이스크림을 잘 활용하여 에듀테크 수업을 할 수 있는 유익한 연수였습니다. 그동안 아이스크림은 진도 나갈 때 주로 활용했는데 다양한 에듀테크 수업 방식을 알게 되어 실제 수업에서도 잘 활용할 수 있을 것 같습니다. 강사님께서 설명을 아주 자세히 해주셔서 쉽게 이해할 수 있었으며, 실제 수업 사례를 보여주셔서 수업에서 활용되는 모습도 볼 수 있어 좋았습니다. 아이스크림 활용에 있어 아주 많은 도움이 되었습니다. 추천합니다.",5,2024-04-11,50000
아이스크림으로 완성하는 에듀테크,ICT,15,아이스크림 에듀테크에 대해 잘 알게 되었습니다. 앞으로도 더 많이 활용해야겠다는 생각을 하게 됩니다. 추천합니다.,5,2024-04-10,50000
아이스크림으로 완성하는 에듀테크,ICT,15,"아이스크림을 100%활용할 수 있는 연수였습니다. 특히 띵커벨의 다양한 사용법을 익힐 수 있어서 좋았습니다. 미래 교육을 위해 다양한 도구 활용이 필요한데, 이 연수는 쉽게 설명해 주고 실제적으로 응용할 수 있는 방법을 알려주어서 정말 유익했답니다.",5,2024-04-04,50000
질문이 함께하는 학생참여수업,학습지도,30,"지금까지 생각했던 기본 틀을 깨게 하는, 마음을 다스리게 하는 위로의 연수, 유익한 연수였다",5,2024-06-12,65000
"오늘의 일상을 특별하게, 오일파스텔",자기계발,15,"솜씨는 부족하지만 그리기는 좋아하는 사람으로서 너무 좋은 연수였어요. 개인적으로 마음도 쉬어갈 수 있는 힐링 연수였고, 아이들과 함께 미술 시간에 해보고 싶은 활동이기도 해서 정말 좋았습니다. 그리고 갈수록 연수든 모임이든 부담을 덜고 싶은 마음이 있는데, 부담스럽지도 않고 100점짜리 연수였습니다^^",5,2024-06-12,40000
"오늘의 일상을 특별하게, 오일파스텔",자기계발,15,재료 갖추고 따라만 그려도 멋진 작품 10개는 나오더라구요. 재미있고 힐링된 연수였습니다.,5,2024-06-04,40000
